GlobalEventID,actor_key,actor_name,month,article_actor_weight,conflict_relevance,event_context,event_modality,matched_actor_role,event_time_relation,any_matched_actor_mentioned,any_physical_violence_mentioned,any_fatalities_mentioned,any_injuries_mentioned,any_weapon_mentioned,physical_violence_occurred,fatalities_present,injuries_present,weapon_use_class,multiple_events_mentioned,main_story_confidence,date
1202499204,209,Hamas,2024-10,1.0,direct,CIV,realized,mentioned_only,historical_background,yes,yes,yes,yes,yes,no,no,no,not_applicable,yes,high,2024-10-06
1202499351,209,Hamas,2024-10,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,no,yes,no,no,no,none_used,yes,high,2024-10-06
1202499354,209,Hamas,2024-10,1.0,direct,POL,realized,mentioned_only,historical_background,yes,yes,yes,no,yes,no,no,no,none_used,yes,medium,2024-10-06
1202499916,209,Hamas,2024-10,1.0,direct,CBT,realized,mentioned_only,historical_background,yes,yes,yes,no,yes,no,no,no,none_used,yes,low,2024-10-06
1202500660,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,no,no,yes,yes,no,no,salw,yes,low,2024-10-06
1202502147,209,Hamas,2024-10,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,unclear,no,no,no,no,none_used,yes,medium,2024-10-06
1202502498,209,Hamas,2024-10,1.0,background_or_context,POL,realized,perpetrator,historical_background,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2024-10-06
1202502724,209,Hamas,2024-10,1.0,direct,CIV,realized,unclear,current_or_recent,yes,yes,yes,unclear,yes,yes,unclear,unclear,salw,yes,low,2024-10-06
1202503401,209,Hamas,2024-10,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,no,no,no,no,no,no,none_used,no,high,2024-10-06
1202503468,209,Hamas,2024-10,1.0,direct,CBT,realized,target,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,heavy,yes,medium,2024-10-06
1202503759,209,Hamas,2024-10,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,no,unclear,yes,no,no,no,none_used,yes,medium,2024-10-06
1202504538,209,Hamas,2024-10,1.0,direct,CBT,realized,mentioned_only,current_or_recent,no,yes,no,no,unclear,yes,no,no,unclear,no,medium,2024-10-06
1202504539,209,Hamas,2024-10,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,yes,yes,no,no,heavy,yes,medium,2024-10-06
1202506271,209,Hamas,2024-10,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2024-10-06
1202508100,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,high,2024-10-06
1202508101,209,Hamas,2024-10,1.0,background_or_context,CIV,realized,mentioned_only,historical_background,yes,yes,yes,unclear,no,no,no,no,none_used,yes,medium,2024-10-06
1202508272,209,Hamas,2024-10,1.0,direct,POL,realized,mentioned_only,historical_background,yes,yes,yes,yes,yes,no,no,no,none_used,yes,low,2024-10-06
1202510148,209,Hamas,2024-10,1.0,direct,PRO,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,no,no,no,no,none_used,yes,high,2024-10-06
1202511595,209,Hamas,2024-10,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,no,no,salw,yes,high,2024-10-06
1202511818,209,Hamas,2024-10,1.0,direct,PRO,realized,mentioned_only,current_or_recent,yes,yes,yes,no,no,no,no,no,none_used,yes,medium,2024-10-06
1202511821,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,medium,2024-10-06
1202512759,209,Hamas,2024-10,1.0,direct,CIV,realized,perpetrator,historical_background,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,medium,2024-10-06
1202513090,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,historical_background,yes,yes,yes,unclear,yes,yes,yes,no,heavy,yes,high,2024-10-06
1202513285,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,salw,yes,medium,2024-10-06
1202515694,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,historical_background,yes,yes,yes,unclear,yes,yes,yes,unclear,mixed,yes,medium,2024-10-06
1202515710,209,Hamas,2024-10,1.0,direct,PRO,realized,mentioned_only,current_or_recent,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2024-10-06
1202515715,209,Hamas,2024-10,1.0,direct,POL,realized,perpetrator,historical_background,yes,yes,yes,unclear,yes,yes,yes,unclear,mixed,yes,medium,2024-10-06
1202516311,209,Hamas,2024-10,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,no,no,yes,no,no,no,none_used,yes,high,2024-10-06
1202516734,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,medium,2024-10-06
1202516941,209,Hamas,2024-10,1.0,direct,POL,realized,target,current_or_recent,yes,yes,yes,yes,yes,no,no,no,none_used,yes,medium,2024-10-06
1202516942,209,Hamas,2024-10,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,no,no,no,no,no,none_used,yes,medium,2024-10-06
1202517465,209,Hamas,2024-10,1.0,background_or_context,PRO,realized,mentioned_only,current_or_recent,yes,yes,yes,no,no,no,no,no,none_used,yes,medium,2024-10-06
1202518088,209,Hamas,2024-10,1.0,direct,PRO,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,yes,no,no,no,none_used,yes,medium,2024-10-06
1202518089,209,Hamas,2024-10,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2024-10-06
1202518308,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,low,2024-10-06
1202520126,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,historical_background,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,low,2024-10-06
1202520369,209,Hamas,2024-10,1.0,direct,PRO,realized,mentioned_only,current_or_recent,yes,yes,no,yes,unclear,yes,no,yes,salw,yes,medium,2024-10-06
1202520517,209,Hamas,2024-10,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2024-10-06
1202520522,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,unclear,yes,yes,yes,no,mixed,yes,high,2024-10-06
1202521164,209,Hamas,2024-10,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,yes,no,no,no,none_used,yes,low,2024-10-06
1202521944,209,Hamas,2024-10,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,unclear,yes,no,no,no,none_used,yes,high,2024-10-06
1202522046,209,Hamas,2024-10,1.0,direct,CBT,realized,both,current_or_recent,yes,yes,yes,no,yes,yes,yes,no,mixed,yes,medium,2024-10-06
1202523215,209,Hamas,2024-10,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,yes,no,no,no,unclear,yes,low,2024-10-06
1202524724,209,Hamas,2024-10,1.0,direct,CBT,realized,both,current_or_recent,yes,yes,yes,unclear,yes,yes,yes,unclear,heavy,yes,medium,2024-10-06
1202525393,209,Hamas,2024-10,1.0,direct,PRO,realized,mentioned_only,current_or_recent,yes,yes,no,no,no,yes,no,no,none_used,yes,medium,2024-10-06
1202526779,209,Hamas,2024-10,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2024-10-06
1202527577,209,Hamas,2024-10,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,yes,no,no,no,no,none_used,yes,high,2024-10-06
1202528450,209,Hamas,2024-10,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,no,unclear,no,no,no,none_used,yes,medium,2024-10-06
1202528541,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,unclear,unclear,yes,yes,unclear,unclear,yes,low,2024-10-06
1202528543,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,historical_background,yes,yes,yes,yes,yes,yes,unclear,unclear,heavy,no,medium,2024-10-06
1202529211,209,Hamas,2024-10,1.0,direct,CIV,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,no,yes,yes,yes,none_used,yes,high,2024-10-06
1202529837,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,no,yes,yes,yes,no,heavy,yes,high,2024-10-06
1202530392,209,Hamas,2024-10,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,no,no,no,no,no,none_used,yes,medium,2024-10-06
1202531697,209,Hamas,2024-10,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,yes,unclear,unclear,yes,yes,no,unclear,yes,low,2024-10-06
1202532200,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,heavy,yes,high,2024-10-06
1202533053,209,Hamas,2024-10,1.0,background_or_context,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,no,yes,no,no,no,none_used,yes,medium,2024-10-06
1202533055,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,historical_background,yes,yes,yes,no,yes,yes,yes,no,salw,yes,low,2024-10-06
1202533474,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,unclear,yes,yes,yes,unclear,mixed,yes,medium,2024-10-06
1202533475,209,Hamas,2024-10,1.0,direct,PRO,realized,mentioned_only,historical_background,yes,yes,yes,no,yes,no,no,no,none_used,yes,medium,2024-10-06
1202534144,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,no,yes,yes,yes,no,mixed,yes,high,2024-10-06
1202534149,209,Hamas,2024-10,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,yes,yes,unclear,yes,yes,yes,unclear,yes,high,2024-10-06
1202535206,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,historical_background,yes,yes,yes,unclear,yes,yes,yes,unclear,salw,yes,high,2024-10-06
1202536299,209,Hamas,2024-10,1.0,direct,POL,realized,mentioned_only,historical_background,yes,yes,yes,unclear,yes,no,no,no,none_used,yes,high,2024-10-06
1202536750,209,Hamas,2024-10,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,yes,no,no,no,no,none_used,yes,high,2024-10-06
1202536753,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,historical_background,yes,yes,unclear,no,yes,no,no,no,none_used,yes,low,2024-10-06
1202538355,209,Hamas,2024-10,1.0,direct,POL,realized,mentioned_only,historical_background,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2024-10-06
1202538767,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,historical_background,yes,yes,yes,yes,yes,yes,yes,yes,salw,yes,high,2024-10-06
1202538803,209,Hamas,2024-10,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,no,yes,no,no,no,unclear,yes,medium,2024-10-06
1202538804,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,medium,2024-10-06
1202539408,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,unclear,yes,yes,yes,unclear,mixed,yes,medium,2024-10-06
1202540647,209,Hamas,2024-10,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,no,no,no,no,no,no,no,none_used,yes,high,2024-10-06
1202541914,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,historical_background,yes,yes,yes,unclear,yes,yes,yes,unclear,mixed,yes,medium,2024-10-06
1202544920,209,Hamas,2024-10,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,no,yes,no,no,no,none_used,yes,high,2024-10-06
1202545147,209,Hamas,2024-10,1.0,background_or_context,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,unclear,yes,no,no,no,none_used,yes,high,2024-10-06
1202657615,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,salw,yes,medium,2024-10-06
1267020538,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,unclear,yes,yes,yes,unclear,mixed,yes,medium,2024-10-06
1267066801,209,Hamas,2024-10,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,yes,no,yes,no,no,no,none_used,yes,medium,2024-10-06
1202416216,303,Taleban,2024-10,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,unclear,yes,yes,yes,unclear,salw,yes,high,2024-10-06
1202433443,303,Taleban,2024-10,1.0,background_or_context,CIV,realized,mentioned_only,historical_background,yes,no,no,no,no,no,no,no,none_used,yes,medium,2024-10-06
1202452903,303,Taleban,2024-10,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,no,no,yes,no,no,no,none_used,yes,high,2024-10-06
1202460854,303,Taleban,2024-10,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,none_used,yes,medium,2024-10-06
1202544031,209,Hamas,2024-10,1.0,direct,PRO,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,yes,no,no,no,none_used,yes,high,2024-10-07
1202544503,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,medium,2024-10-07
1202545932,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,historical_background,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,medium,2024-10-07
1202545937,209,Hamas,2024-10,1.0,direct,POL,realized,target,current_or_recent,yes,yes,yes,no,yes,no,no,no,none_used,yes,medium,2024-10-07
1202546147,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,historical_background,yes,yes,yes,no,yes,yes,yes,no,mixed,yes,low,2024-10-07
1202546882,209,Hamas,2024-10,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,yes,no,no,no,no,none_used,yes,high,2024-10-07
1202547904,209,Hamas,2024-10,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,yes,unclear,yes,no,no,no,none_used,yes,medium,2024-10-07
1202547909,209,Hamas,2024-10,1.0,direct,POL,realized,perpetrator,historical_background,yes,yes,yes,yes,no,yes,yes,yes,none_used,yes,medium,2024-10-07
1202548717,209,Hamas,2024-10,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,no,no,no,no,none_used,yes,high,2024-10-07
1202548721,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,historical_background,yes,yes,yes,no,no,no,no,no,none_used,no,medium,2024-10-07
1202550674,209,Hamas,2024-10,1.0,background_or_context,CIV,realized,mentioned_only,historical_background,yes,yes,yes,yes,yes,no,no,no,none_used,yes,medium,2024-10-07
1202550675,209,Hamas,2024-10,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,no,no,no,no,no,none_used,yes,low,2024-10-07
1202550677,209,Hamas,2024-10,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,unclear,yes,yes,yes,mixed,yes,medium,2024-10-07
1202550678,209,Hamas,2024-10,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,no,no,no,no,no,no,none_used,yes,medium,2024-10-07
1202550682,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,historical_background,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,medium,2024-10-07
1202550684,209,Hamas,2024-10,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,no,yes,no,no,no,none_used,yes,medium,2024-10-07
1202550686,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,heavy,yes,medium,2024-10-07
1202551147,209,Hamas,2024-10,1.0,direct,PRO,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,no,no,no,no,none_used,yes,high,2024-10-07
1202551300,209,Hamas,2024-10,1.0,background_or_context,PRO,realized,mentioned_only,historical_background,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2024-10-07
1202551820,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,historical_background,yes,yes,yes,unclear,yes,yes,yes,unclear,mixed,yes,medium,2024-10-07
1202552422,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,historical_background,yes,yes,yes,no,yes,yes,yes,no,heavy,yes,high,2024-10-07
1202552579,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,unclear,no,yes,yes,unclear,no,mixed,yes,high,2024-10-07
1202552585,209,Hamas,2024-10,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,no,no,no,no,no,no,none_used,yes,high,2024-10-07
1202554435,209,Hamas,2024-10,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,no,no,yes,no,no,no,none_used,yes,high,2024-10-07
1202554554,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,medium,2024-10-07
1202555126,209,Hamas,2024-10,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,yes,no,yes,yes,yes,no,heavy,yes,high,2024-10-07
1202555942,209,Hamas,2024-10,1.0,direct,CBT,realized,both,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,medium,2024-10-07
1202556881,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,high,2024-10-07
1202556885,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,historical_background,yes,yes,yes,no,yes,yes,yes,no,mixed,yes,medium,2024-10-07
1202558012,209,Hamas,2024-10,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,no,unclear,no,no,no,none_used,yes,medium,2024-10-07
1202558755,209,Hamas,2024-10,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,yes,no,no,no,none_used,yes,low,2024-10-07
1202558756,209,Hamas,2024-10,1.0,background_or_context,POL,realized,perpetrator,historical_background,yes,yes,yes,unclear,unclear,no,no,no,none_used,yes,low,2024-10-07
1202558902,209,Hamas,2024-10,1.0,direct,PRO,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,yes,no,no,no,none_used,yes,high,2024-10-07
1202559416,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,medium,2024-10-07
1202561258,209,Hamas,2024-10,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,no,yes,no,no,no,none_used,yes,high,2024-10-07
1202561777,209,Hamas,2024-10,1.0,direct,PRO,realized,mentioned_only,current_or_recent,yes,yes,yes,unclear,yes,no,no,no,none_used,yes,high,2024-10-07
1202561781,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,historical_background,yes,yes,yes,unclear,yes,yes,yes,no,mixed,yes,medium,2024-10-07
1202562252,209,Hamas,2024-10,1.0,direct,ORG,realized,mentioned_only,historical_background,yes,yes,yes,no,yes,no,no,no,none_used,yes,medium,2024-10-07
1202562395,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,unclear,yes,yes,yes,unclear,mixed,yes,medium,2024-10-07
1202562403,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,no,yes,salw,yes,medium,2024-10-07
1202562407,209,Hamas,2024-10,1.0,direct,PRO,realized,mentioned_only,current_or_recent,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2024-10-07
1202562559,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,unclear,yes,yes,yes,unclear,mixed,yes,medium,2024-10-07
1202562726,209,Hamas,2024-10,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,heavy,yes,medium,2024-10-07
1202563346,209,Hamas,2024-10,1.0,direct,CBT,realized,both,current_or_recent,yes,yes,yes,unclear,yes,yes,yes,unclear,mixed,yes,low,2024-10-07
1202563660,209,Hamas,2024-10,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,no,no,no,no,no,none_used,yes,medium,2024-10-07
1202563714,209,Hamas,2024-10,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,no,no,no,unclear,yes,low,2024-10-07
1202564063,209,Hamas,2024-10,1.0,background_or_context,POL,realized,mentioned_only,current_or_recent,no,unclear,no,no,no,no,no,no,none_used,no,low,2024-10-07
1202564132,209,Hamas,2024-10,1.0,background_or_context,CBT,realized,mentioned_only,current_or_recent,yes,yes,yes,no,unclear,no,no,no,unclear,yes,low,2024-10-07
1202565571,209,Hamas,2024-10,1.0,direct,PRO,realized,mentioned_only,current_or_recent,yes,yes,yes,no,no,no,no,no,none_used,yes,medium,2024-10-07
1202565842,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,no,yes,yes,yes,unclear,yes,low,2024-10-07
1202566504,209,Hamas,2024-10,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,yes,no,no,no,no,none_used,yes,medium,2024-10-07
1202567865,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,historical_background,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,high,2024-10-07
1202567960,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,historical_background,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,medium,2024-10-07
1202568518,209,Hamas,2024-10,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,yes,unclear,yes,yes,yes,no,heavy,yes,high,2024-10-07
1202568519,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,no,no,yes,yes,no,no,heavy,yes,high,2024-10-07
1202569321,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,salw,yes,medium,2024-10-07
1202569886,209,Hamas,2024-10,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,unclear,no,no,no,no,none_used,yes,high,2024-10-07
1202570555,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,historical_background,yes,yes,yes,no,no,yes,yes,no,unclear,yes,medium,2024-10-07
1202571065,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,heavy,yes,medium,2024-10-07
1202571070,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,historical_background,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,medium,2024-10-07
1202571071,209,Hamas,2024-10,1.0,direct,POL,realized,mentioned_only,historical_background,yes,yes,yes,no,yes,no,no,no,none_used,yes,medium,2024-10-07
1202571125,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,historical_background,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,medium,2024-10-07
1202571717,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,historical_background,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,medium,2024-10-07
1202572682,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,medium,2024-10-07
1202572686,209,Hamas,2024-10,1.0,background_or_context,CBT,realized,mentioned_only,historical_background,yes,yes,no,no,no,no,no,no,none_used,no,low,2024-10-07
1202572687,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,historical_background,yes,yes,yes,unclear,yes,yes,yes,unclear,heavy,yes,medium,2024-10-07
1202572691,209,Hamas,2024-10,1.0,direct,CIV,realized,both,current_or_recent,yes,yes,yes,yes,no,yes,yes,yes,unclear,yes,medium,2024-10-07
1202572967,209,Hamas,2024-10,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,yes,no,no,no,no,none_used,yes,medium,2024-10-07
1202573600,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,unclear,yes,yes,no,no,mixed,yes,low,2024-10-07
1202573830,209,Hamas,2024-10,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,yes,unclear,yes,no,no,unclear,not_applicable,yes,medium,2024-10-07
1202573831,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,historical_background,yes,yes,yes,unclear,yes,yes,yes,no,mixed,yes,high,2024-10-07
1202573833,209,Hamas,2024-10,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,high,2024-10-07
1202574715,209,Hamas,2024-10,1.0,direct,POL,realized,both,historical_background,yes,yes,yes,no,no,no,no,no,unclear,yes,medium,2024-10-07
1202574716,209,Hamas,2024-10,1.0,direct,POL,realized,perpetrator,historical_background,yes,yes,yes,yes,unclear,yes,yes,yes,unclear,yes,medium,2024-10-07
1202575342,209,Hamas,2024-10,1.0,direct,POL,realized,perpetrator,historical_background,yes,yes,yes,unclear,yes,no,no,no,none_used,yes,low,2024-10-07
1202575525,209,Hamas,2024-10,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2024-10-07
1202575526,209,Hamas,2024-10,1.0,irrelevant,not_applicable,not_applicable,not_applicable,unclear,no,yes,no,no,unclear,not_applicable,not_applicable,not_applicable,not_applicable,unclear,unclear,2024-10-07
1202575527,209,Hamas,2024-10,1.0,irrelevant,not_applicable,not_applicable,not_applicable,unclear,no,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,unclear,unclear,2024-10-07
1202575785,209,Hamas,2024-10,1.0,direct,CBT,realized,both,current_or_recent,yes,yes,no,no,yes,yes,no,no,mixed,yes,high,2024-10-07
1202575796,209,Hamas,2024-10,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,unclear,no,no,no,no,none_used,yes,medium,2024-10-07
1202576341,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,unclear,heavy,yes,medium,2024-10-07
1202576426,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,historical_background,yes,yes,yes,yes,yes,yes,yes,yes,salw,yes,low,2024-10-07
1202576534,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,high,2024-10-07
1202576577,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,historical_background,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,medium,2024-10-07
1202576581,209,Hamas,2024-10,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,unclear,no,yes,no,no,no,none_used,yes,medium,2024-10-07
1202577234,209,Hamas,2024-10,1.0,direct,CIV,realized,perpetrator,current_or_recent,yes,yes,yes,no,yes,yes,yes,no,mixed,yes,medium,2024-10-07
1202577867,209,Hamas,2024-10,1.0,direct,CBT,realized,perpetrator,historical_background,yes,yes,yes,no,yes,yes,yes,no,mixed,yes,medium,2024-10-07
